"id","created_time","message"
"449664581882455_511565469025699","2016-02-04T02:21:25+0000","【究責NCC 投審會勿再放水記者會】 今早九點，黃國昌國會辦公室與徐永明國會辦公室共同召開了【究責NCC 投審會勿再放水記者會】。立法委員黃國昌與立法委員徐永明邀請台大電機系林宗男教授、台灣數位匯流發展協會吳世昌理事長、台北科技大學智慧財產權研究所江雅綺教授共同與會，經濟部投審會張銘斌執行秘書列席參加。 我們鄭重呼籲投審會委員應謹守監督份際，勿讓社會輿論爭議極大的中嘉案草率過關。NCC的失職，讓我們已經被突襲一次。投審會切勿自我限縮，如NCC一般協助特殊財團迴避我國法令。這次我們一定要擋下。"
"449664581882455_509841059198140","2016-01-30T10:24:25+0000","【哪裡這麼複雜！是原住民就是原住民，不分區就是不要再分了！時代力量主張：打破山原、平原的原住民區分，以及推動平埔族群的正名】"
"449664581882455_508433429338903","2016-01-26T09:18:56+0000","感謝報導者 The Reporter的專訪。"
"449664581882455_508076622707917","2016-01-25T10:30:00+0000","在選戰結束之後，東森新聞以時代力量為報導主軸做了一個特別專題節目，除了每一個人當初選擇參選的心路歷程，也有競選歌曲「擱衝」的小花絮哦！ 新台派崛起 特別節目：http://bit.ly/1ntwpPT"
"449664581882455_508044812711098","2016-01-25T05:58:05+0000","今天早上，在時代力量的黨部，多位學者專家針對核電廠低量輻射(low-level radiation)，對於周遭生態環境與居民長期健康的影響，進行了經驗和意見交換。 新科立委黃國昌承諾在未來上任之後，將針對核廢料處理問題召開公聽會，共同思考最友善的解決方案。"
"449664581882455_507006772814902","2016-01-22T11:26:02+0000","今天除了NCC的公聽會之外，時代力量在黨部也召開了第一次的黨團大會，每一位時代力量的新科立委也都表態自己想進入哪一個委員會，來看看相關新聞報導吧！ 兩岸監督條例 時代力量：堅持民間版 http://bit.ly/1ndeoEO 新科立委初體驗 林昶佐最想進入這個委員會 http://bit.ly/1ndew7d 黃國昌：時力將續推反媒體壟斷、補正公投法 http://bit.ly/1ndetYZ 國會龍頭競逐 時代力量提四原則 http://bit.ly/1ndeqMN 反對遠傳併中嘉案 黃國昌赴公聽會建言 http://bit.ly/1ndeCeY 中嘉案今公聽會 黃國昌批遠傳迴避法律 http://bit.ly/1ndeADR 黃國昌赴NCC公聽會「問政」 要求徐旭東承諾不介入中嘉經營 http://bit.ly/1ndeD2z #未上任先監督 #有些事再忙也要去 #黃國昌第一志願交通委員會"
"449664581882455_505164999665746","2016-01-17T05:54:43+0000","今天上午的汐止雖然下著雨，但我們仍然持續謝票的行程。 很感謝所有在這次選舉中支持我們的鄉親朋友，謝謝你們，為汐止打了一場光榮的選戰。 接下來，前往瑞芳謝票ing。"
"449664581882455_504938733021706","2016-01-16T14:57:32+0000","黃國昌-勝選感言 我要感謝在新北市十二選區 、汐止、 瑞芳、 金山、萬里、 雙溪、平溪、貢寮，這七個選區選民每一張選票的託付，國昌不敢忘記。 對我而言 ，其實我最高興的並不是最後這個勝利的結果， 我們贏得了這場選戰， 從選戰一開始國昌就跟所有的朋友報告過， 我們要贏得的不是只有一場選戰 ，我們要把這個國家贏回來，把台灣贏回來。 當我們對於台灣的驕傲， 對於台灣的期待，還有我們下一代的未來都能夠贏回來。 也正是因為這個樣子， 國昌一直堅持在整場選戰當中， 談政策、 談理念、 談是非， 我不願意落入過去那樣的選舉模式， 儘管在選戰的過程當中有很多負面抹黑的選舉方式 ，但是國昌始終堅持 我們不會隨之起舞， 因為我們要開創的事台灣新的政治，我們要把正面積極的能量，從民間社會召喚出來帶進國會， 這是國昌在這場選戰對自己的要求與期許。我要感謝所有的選民 所有的夥伴、所有的志工， 我們打了一場令人驕傲的選戰 謝謝大家。 當初在第十二選區參選的時候， 所有周遭的朋友，每一個人幾乎都反對說，新北十二選區中國國民黨，從來沒輸過，這麼大的地方，572平方公里， 你沒有組織 、也沒有財源、 你什麼都沒有， 憑什麼跟人家去選這個選區。但是如同我一開始報告的，汐止是我的家鄉，當國昌決定投入政治那一刻， 我希望能夠藉由我的參選，讓我的家鄉被看見，更能改變這個選區的選票結構。其實我心裡面， 一直想要說的事情是，在任何一場選舉活動當中，我希望台灣都能夠建立一個不一樣的選舉文化， 讓每一個政治人物都不敢依靠所謂的基本盤，並不是基本盤比較穩固， 就確保了你下次能夠連任。 因為只有當最後選戰的結果，是取決於你對人民的許諾， 你在國會的表現，才能夠讓政治人物學會真正的對人民謙卑，我很高興不只是，我們在以前從來沒有贏過的萬里，我們贏了雙溪，我們也贏了平溪，我們也贏了汐止，我們也贏了 在這七區都不被看好的情況下，我想最後取決的結果只剩下瑞芳。 但是我最高興的是這幾個選區的選民向台灣證明了，這個選區的體質越來越強壯，選民看得越來越清楚。 這樣的認識、這樣的體認，也讓國昌懷抱著謙卑的心情 ，承擔著這份託付與責任。 因為我知道同樣的選民，在未來會以國昌的表現和作為，做為檢證國昌最重要的基準。 我要跟每一個支持國昌的選民說謝謝， 我也要跟每一張沒有選擇國昌的選票說謝謝， 你們讓國昌知道， 或許我的理念還說得不夠清楚 ，還沒辦法贏得你們的認同跟支持 。 有你們的鞭策， 我會更努力， 我也會跟所有沒投給我的人保證，未來我進入國會當中，這個選區的選民都是國昌要代表的對象，國昌會以最負責任的態度， 希望能夠團結所有十二選區的選民 ，我們不僅從頭贏回台灣， 我們也要把汐止、把金山、把萬里、瑞芳、平溪、雙溪、貢寮，通通一起贏回來。"
"449664581882455_504876456361267","2016-01-16T11:55:51+0000","黃國昌宣布當選"
"449664581882455_504824469699799","2016-01-16T08:25:27+0000","在汐止競選總部有開票晚會，歡迎鄉親們一起來！ 地點在汐止區大同路二段387號唷"
"449664581882455_504556799726566","2016-01-15T13:57:25+0000","投票日前再一次汐止行腳，感謝所有支持我們的人，明天一定要回家投票，和我們一起把台灣贏回來！"
"449664581882455_504520919730154","2016-01-15T11:18:12+0000","燭光音樂會就要開始囉！ 大家都到了嗎？快來快來！"
"449664581882455_504503329731913","2016-01-15T10:03:49+0000","迎接新時代，最後一天之國昌真心話"
"449664581882455_504483296400583","2016-01-15T08:30:00+0000","繼BBC、NHK、華盛頓郵報、法新社等數十家國際媒體專訪後，德國最大的南德日報也來囉！ 翻譯： 目前最受人注目的小黨為時代力量，約在一年前由死亡金屬樂團- 閃靈主唱Freddy Lim所創立。最被看好的候選人是今年42歲的律師與社會運動者黃國昌，即使時代力量成立未足一年，但在民調顯示上已經是第三大的政治力量。黃國昌表示，年輕一代對馬英九感到憤怒，因為他們感受到馬英九對台灣民主與自由的傷害，馬只和中國打交道；黃國昌說，馬英九的政策為國家帶來利潤? 是，我們無法否認，但這些獲取之利潤全部進了企業與私人的口袋，一般老百姓什麼都沒有得到，只能移到中國工作，薪資降低，這也導致人民的憤怒。 南德日報報導：http://bit.ly/1Pf691m 南德日報 (Suddeutsche Zeitung)，總部位在慕尼黑，是目前德國擁有最多訂戶數的全國性報紙，平均每天有超過百萬名讀者。負責本次採訪的記者Kai Strittmatter曾派駐北京八年，於2014年獲得德國西奧多沃夫(Theodor-Wolff-Preis)新聞報導獎。 順便預告：鎖定今晚21:30的CNN，知名主播Kristie Lu Stout將現場專訪黃國昌喔！"
"449664581882455_504475029734743","2016-01-15T07:23:42+0000","今天，姚立明老師與林飛帆、柯ㄧ正導演都來到汐止，向鄉親推薦黃國昌。 姚立明老師：台灣需要新國會，國會需要新人才。明天請大家用選票把3號黃國昌送入國會。拜託，拜託~"
"449664581882455_504242456424667","2016-01-14T13:21:16+0000","明天早上7點到9點，林飛帆會陪黃國昌一起在汐止車站跟大家拜票哦！ #明天晚上六點請鎖定粉絲頁直播國昌老師陪大家一起倒數"
"449664581882455_503879706460942","2016-01-14T12:00:00+0000","迎接幸福，倒數兩天！ 大家好，我是台南市長賴清德。 台灣正在改變，萬里金山也要改變，希望大家可以支持正確的人，把黃國昌送進國會。 一月十六號，立委請唯一支持三號黃國昌。 #幸福倒數兩天 #立委投3贏回台灣 #總統投2點亮台灣 #返鄉投票的列車都還有空位改變台灣絕對差你這一票 #特別預告明天晚上六點國昌老師要和大家一起直播倒數唷 感謝來自各方的每一份鼓勵與支持，我們的政治獻金募款將於1月15日下午15:00結束，屆時政治獻金專戶及現金收款都將關閉。 如為直接匯款/轉帳至銀行專戶，請至：http://bit.ly/1OjRswR 填寫資料以便開立正式捐款收據。 正式收據將分批陸續寄送，如有任何問題請來電競選總部（02-2643-1123）洽詢。"
"449664581882455_504202459762000","2016-01-14T10:03:09+0000","林飛帆來訪"
"449664581882455_504186583096921","2016-01-14T08:32:30+0000","選前之夜，讓我們用音樂倒數，溫暖你我的心。 請帶著家人、朋友到汐止車站信義廣場，享受知名音樂家的演出，同時相信自己的決定，等待倒數的幸福。 因為，我們知道明天會更好！ 活動名稱：幸福倒數 音樂會 活動時間：1月15日(星期五)19:20~21:00 活動地點：汐止車站信義廣場 邀請嘉賓：知名大提琴家張正傑、知名小提琴家林天吉、知名鋼琴家謝婉玲、知名導演柯一正、音樂製作人艾文、Connie、志工合唱團、新銳鋼琴手彭謹行"
"449664581882455_504160639766182","2016-01-14T05:40:10+0000","今天早上，我們在萬里掃街，天氣雖然很冷，但鄉親們好熱情！"
"449664581882455_503928326456080","2016-01-13T12:26:28+0000","迎接幸福，倒數三天！ 他是鍾自恆，現在在金融業工作。 一直以來，自恆最關心的事情，是勞工權益與人權問題，他認為必須選擇一個沒有包袱的清新政黨和立委，才能有效監督及改革國會，國昌老師的論述則是所有候選人之中最能說服他的。 她是闕立婷，現在是一名律師。 十幾年來，立婷為了念書與工作，在台北汐止兩地忙碌奔波，卻有一大半的時間是浪費在塞車陣裡。 她希望捷運汐止民生線有天能夠真正動工，縮短當地居民的通勤時間，也希望能有人真正地為汐止著想，改善他們的生活品質，她更期待汐止改變以後，能有更多人看見水返腳的好山好水。 而黃國昌願意辭職參選的勇氣與決心，讓他們兩個人相信，黃國昌一定能夠兌現他的政見與承諾。 一月十六日，一起迎接幸福！ #立委投3贏回台灣 #政黨票請支持11號時代力量 #返鄉投票的列車都還有空位改變台灣絕對差你這一票 #投票當天請記得攜帶投票通知單身分證跟你的個人印章 #投票當天千萬不要攜帶手機進投票所哦 #投票當天不要穿著印有候選人號碼及名字的衣服或帽子 #回家投票"
"449664581882455_503776456471267","2016-01-12T23:24:05+0000","早安，汐止。 還有三天，告別舊政治，迎接新時代！ 立委投3，贏回台灣！"
"449664581882455_503283809853865","2016-01-12T12:00:00+0000","迎接幸福，倒數四天！ 國昌是我在中央研究院非常傑出的同事，國昌在過去的這段時間裡，不但有理想、有毅力、有執行力；同時他也知道改革不是只靠熱誠，要有方法，他是真正能做到的人。 我們可以期待，他會把國家帶到更高的境界，所以我一直支持他。 返鄉投票迅速查詢請點： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數四天 #立委投3贏回台灣 #政黨票請支持11號時代力量 #車票買好了嗎 #這天終於快要到來從投贏回臺灣 #青年返鄉投票"
"449664581882455_503578673157712","2016-01-12T09:49:12+0000","瑞芳車隊掃街"
"449664581882455_503572473158332","2016-01-12T09:18:54+0000","無畏寒風刺骨、冷雨撲面， 瑞芳車隊掃街拜票ing 直播 live"
"449664581882455_503570556491857","2016-01-12T09:07:25+0000","無畏寒風刺骨、冷雨撲面， 瑞芳車隊掃街拜票ing 直播 live"
"449664581882455_503568596492053","2016-01-12T08:56:49+0000","瑞芳車隊掃街"
"449664581882455_503568456492067","2016-01-12T08:55:52+0000","瑞芳車隊掃街"
"449664581882455_503264696522443","2016-01-11T12:00:00+0000","迎接幸福，倒數五天向核廢料說再見！ 在照片後方的兩座紅色建築物，就是位於萬里的核二反應爐。 倒數五天，我們要再次重申廢核的決心！ 我們的政策主張： 立即廢止核四，依照公民審議程序，決定原 址未來發展。 核一、核二如期除役，反對核廢料露天眝存 於北海岸。 返鄉投票： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數五天 #立委投3贏回台灣 #政黨票請支持11號時代力量 #青年返鄉投票 #青年參與政治 #核一核二如期除役 #反對核二用過核廢料就地露天貯存 #廢除核四 #非核家園人人有責"
"449664581882455_503131546535758","2016-01-11T02:08:23+0000","【姚立明：瑞芳人請站出來 成為台灣新政治的起點】 前年擔任柯文哲市長競選總幹事的姚立明教授，昨晚特別現身瑞芳音樂會，希望鄉親能以行動向全國證明，瑞芳不再是藍營票倉，而是新政治的起點！ 姚立明認為，新北市最關鍵的一席，就在第12選區，而第12選區最重要的選區，就是瑞芳。這幾年公民參政的風起雲湧，已經在去年造成地方選舉的翻轉，因此有了柯文哲當選台北市長，簡單說就是新政治取代舊政治。黃國昌作為這波公民參政的代表性人物，讓這個選區有了指標意義，瑞芳翻轉了，才代表全台灣的新政治總算開始。 姚立明提到，他開車來瑞芳時，一路上看到一堆沒署名的攻擊性看板，就知道是怎麼回事了，那就是標準的舊政治，是族群的，是意識形態的，是抹黑的，是不講道理的。 而黃國昌的對手不只是舊政治的代表，更是失格的國會議員。立法院不是聽命行事的地方，而是監督國政的場所。那位現任立委做了這麼久，到底有什麼新論述，幫助了我們的選民？他就是眼睛看著上面，耳朵聽著黨主席的話，黨主席說yes，他就把手舉起來；黨主席說no，他就把眼睛蓋起來。這樣子的立法委員，我們要他做什麼？ 姚立明肯定黃國昌一位新政治的代表，他的剛正和勇氣也已通過考驗。期許瑞芳能向全國大聲的說，我們不再是藍營的鐵票，我們也已經翻轉。更重要的是讓年輕人知道，年輕人站出來，也是有機會的，只要正派肯打拼，年輕人也能出頭天！"
"449664581882455_502909533224626","2016-01-10T12:28:42+0000","「迎向新時代-瑞芳車站」"
"449664581882455_502859846562928","2016-01-10T08:52:55+0000","迎向新時代．金山音樂會 大合唱-我的未來不是夢"
"449664581882455_502840193231560","2016-01-10T08:00:00+0000","立委投?，贏回台灣 今天晚上來瑞芳老城聆聽金曲歌王謝銘祐的動人歌聲、欣賞台灣首席手影大師張正龍帶來幻光手影，這是一場專屬家庭同樂、不分你我的音樂會，感受不一樣的造勢晚會。 時間：1月10日星期天 晚間6點30分~9點 地點：瑞芳車站前廣場"
"449664581882455_502836409898605","2016-01-10T07:01:17+0000","越是荊棘越是要克服！"
"449664581882455_502825216566391","2016-01-10T06:08:16+0000","立委投?，贏回台灣 今天晚上有鋼琴詩人王俊傑深情開唱、特別邀請近期備受矚目的南西樂團，歡迎感受溫暖、清新的假日夜晚。 時間：1月10日星期天 晚間6點30分~9點 地點：瑞芳車站前廣場"
"449664581882455_502777716571141","2016-01-10T03:11:27+0000","立委投?，贏回台灣 迎向新時代．瑞芳音樂會 經歷了150多天的努力，我們堅持談政策、談理念、勤走基層，堅持為這次選舉樹立新的風範。 今天晚上的瑞芳車站前廣場，舉辦「迎向新時代音樂會」，作為本次選戰獻給所有鄉親最後一場的造勢晚會。由年輕活力的李永平、楊佳純聯手主持，來賓包括 宜蘭縣長林聰賢、新北市議員林裔綺、知名政治評論家姚立明、金曲歌王謝銘祐、鋼琴詩人王俊傑、台灣首席手影大師張正龍、南西樂團、玩味One Way樂團。 距離投票不到一個星期，讓我們展現改變的決心，準備迎向新時代！ 時間：1月10日星期天 晚間6點30分~9點 地點：瑞芳車站前廣場"
"449664581882455_502560713259508","2016-01-09T12:45:07+0000","汐止原興廣場_迎向新時代音樂會_賴清德演說"
"449664581882455_502557243259855","2016-01-09T12:26:34+0000","汐止原興廣場_迎向新時代音樂會_施文彬"
"449664581882455_502546879927558","2016-01-09T11:38:08+0000","「1月9日:迎向新時代音樂會-汐止原興廣場」"
"449664581882455_502544076594505","2016-01-09T11:20:32+0000","汐止音樂會 手影表演"
"449664581882455_502459103269669","2016-01-09T09:56:31+0000","迎接幸福，倒數七天！ 這場選戰艱困又辛苦，還好有志工朋友們的幫助，我們才有辦法走到現在。 感謝志工們的相挺，1月16日讓我們一起迎接幸福！ 返鄉投票愛服用： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數七天 #立委投3贏回台灣 #政黨票請支持11號時代力量 #對抗黨工我們有志工 #倒數七天返鄉投票"
"449664581882455_502474919934754","2016-01-09T05:52:27+0000","立委投?，贏回台灣 迎向新時代．金山音樂會 過去幾年，台灣的公民運動風起雲湧，不但累積了巨大的公民能量，同時也催生了時代力量。 2016年，台灣即將迎接全新的改變，在這關鍵的時刻，美麗的金山與萬里，自然不該、也不能缺席。 讓我們一起以音樂與祝福迎接新時代的來臨！本週日將於金山市場舉辦金山萬里音樂晚會，由徐永明教授擔任主持人，出席嘉賓有知名音樂人林生祥、新北市議員何博文、原住民樂團北原山貓、新北市議員周雅玲、名主持人徐國勇、知名歌手吳亦帆、歌手徐哲緯。 距離投票只剩下一個星期，讓我們展現勝選的決心，大聲宣告幸福的未來即將到來！Yes! 時間：1月10日星期日下午15:00~17:00 地點：金山夜市（金美里仁愛路37之11號對面）"
"449664581882455_502464069935839","2016-01-09T04:58:03+0000","「幸福汐止，客家一家」葉菊蘭來訪"
"449664581882455_502439439938302","2016-01-09T02:45:11+0000","立委投?，贏回台灣 今天晚上有金曲歌王施文彬壓軸開唱、特別邀請台灣首席手影大師張正龍帶來幻光手影，與大家一起迎向新時代。 時間：1月9日星期六晚間18:20~21:00 地點：汐止原興廣場（原興路57號旁）"
"449664581882455_502189139963332","2016-01-08T08:57:27+0000","立委投?，贏回台灣 明天晚上由音樂詩人陳明章開場高歌、創作才女蕭賀碩受邀登台演唱，與大家一起迎向新時代。 時間：1月9日星期六晚間18:20~21:00 地點：汐止原興廣場（原興路57號旁）"
"449664581882455_502027999979446","2016-01-08T06:01:38+0000","迎接幸福，倒數八天！ 為了解開黃國昌當初辭去中研院終身職後參選的祕密，在幾次明查暗訪之後，終於找到了幕後推手──萬里阿嬤。 阿嬤說：「如果黃國昌不出來選，整個銀河系都不會原諒他。」 返鄉投票先買車票： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #勝選倒數第八天 #立委投3贏回台灣 #政黨票請投給11號時代力量 #阿嬤說選上立委之後如果不做好做滿的話就星際大戰了 #阿嬤的話 #趁著這次回家投票看看阿公阿嬤吧"
"449664581882455_502133359968910","2016-01-08T04:13:50+0000","昨日的金山萬里天氣轉寒，細雨綿綿。 感謝這樣的天氣裡，蘇嘉全部長陪同掃街， 周雅玲議員為車隊掌麥。 與天氣相反的是鄉親的熱情。 有看到車隊，在家門口拿著小黃旗揮舞加油的民眾； 也有放起鞭炮熱鬧歡迎的鄉親； 許多車輛用喇叭聲致意。 在剩下個位數的倒數日子裡， 請與我們不畏困難，一起努力下去。"
"449664581882455_501944833321096","2016-01-07T13:36:54+0000","立委投?，贏回台灣 迎向新時代．汐止音樂會 在經歷了150多天的努力之後，我們迎接了2016的到來，在漸漸露出的島嶼天光中，我們逐漸看到了幸福的可能，更期待嶄新的未來。 這個星期六的原興廣場，舉辦「迎向新時代音樂會」，作為選前汐止最後一場造勢晚會。由新北市議員何博文擔綱主持，來賓包括台南市長賴清德、知名主持人于美人、音樂詩人陳明章、羅東聖母醫院院長陳永興、金曲歌王施文彬、台灣首席手影大師張正龍、獨立樂團鬍子醫生以及創作歌手蕭賀碩。 歡迎鄉親們一同來參加，在愉悅的歌聲和音樂裡，分享我們對幸福的期待，共同迎向新時代的到來！ 時間：1月9日星期六晚間6:20~9:00 地點：汐止原興廣場（原興路57號旁）"
"449664581882455_501856836663229","2016-01-07T10:28:26+0000","迎接幸福，倒數九天！ 董事長樂團的吉他手小豪！ 他開玩笑說，希望黃國昌當選之後，汐止就不要再下雨了～ 返鄉投票你可以使用： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數九天 #立委投3贏回台灣 #政黨票請支持11號時代力量 #天團加持一次不夠你有沒有加持第二次啊 #其實下雨也是不錯但是要集中在水庫下才好啊 #從頭贏回台灣"
"449664581882455_501861066662806","2016-01-07T05:47:00+0000","感謝前台北縣的大家長蘇貞昌，前來汐止給國昌讚聲，陪同車隊掃街拜票。 一個是「衝衝衝」，一個是「擱衝」，咱大家逗陣繼續衝，1月16日，攜手贏回台灣！"
"449664581882455_501499243365655","2016-01-06T12:00:00+0000","迎接幸福，倒數十天！ 陳蔚宣，社會企業工作者，瑞芳人。 對於從小長大的瑞芳她有著深厚的感情，而這一次投票，她想要選一個能替她好好照顧瑞芳的人。 幸福倒數十天，對蔚宣來說，幸福又是什麼？ 她口中的幸福：「出國工作是為了挑戰自己，而非國家環境不好的無奈選擇。」 返鄉投票小工具請服用： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數十天 #立委投3贏回台灣 #青年返鄉投票 #別讓你的這一票留下遺憾 #就算買到站票也要回家投票"
"449664581882455_501508583364721","2016-01-06T05:20:08+0000","我們相信，台灣是個有公共理性的社會；當一個候選人奧步出多了，總是有人會看不下去而站出來發出不平之鳴。"
"449664581882455_501140373401542","2016-01-05T12:00:00+0000","迎接幸福，倒數十一天！ 吳孟璇，今年22歲，從事的工作是外電編譯。 她喜歡水，喜歡台灣美麗的海岸，在看見黃國昌的海洋政策之後，身為汐止人的她決定支持黃國昌，希望這一票，能讓台灣人都看見北海岸的美。 她也期待，未來的台灣會是一個充滿期待的國家，更期待這一次的改變，能讓台灣變得更好。 #幸福倒數十一天 #立委投3贏回台灣 #青年返鄉投票 #絕對沒有不差你這一票這回事每一票都重要 #一次返鄉投票換四年安居樂業CP值超高"
"449664581882455_501147813400798","2016-01-05T03:49:00+0000","杜絕選舉奧步，勿信抹黑謠言，請協助我們一起查察賄選，你我都是抓鬼大隊，將真正的好人才送進國會！"
"449664581882455_501133620068884","2016-01-05T02:30:55+0000","黃國昌 反賄選記者會 「哩奧步，哇足驚」記者會"
"449664581882455_501131986735714","2016-01-05T02:26:05+0000","黃國昌競選總部 「哩奧步，哇足驚」記者會"
"449664581882455_500939113421668","2016-01-04T13:23:40+0000","有多久沒有好好的停下腳步，傾聽自己心底的聲音 「還要多久才能盼到我們的美好未來？」 望著天空，盼望著家鄉可以因為我的選擇有所改變 這次我們要跟著希望走 迎向新時代，這一次我們攜手從頭贏回台灣 元月9日、元月10日，我們原興廣場、金山夜市、瑞芳車站見"
"449664581882455_500881946760718","2016-01-04T12:00:00+0000","迎接幸福．倒數十二天！ 他是詹志堅，福隆船庫的負責人。 在迷人的東北角海岸，他繼承了家人的志業，在福隆船庫推廣水上運動，也身兼教練一職，訓練許多年輕的孩子成為輕帆選手。 返鄉投票好幫手： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #幸福倒數十二天 #立委投3贏回台灣 #將福隆打造成國際級輕帆訓練中心 #在東北角海岸滿滿的陽光沙灘還有海浪 #福隆船庫"
"449664581882455_500853096763603","2016-01-04T07:18:57+0000","三秒下載，才是潮流。 歡迎所有支持國昌、票投國昌的好朋友，即日起點選網址，下載臉書專屬大頭貼、封面照，零黨產宣傳，讓我們快樂迎向新時代！ http://goo.gl/3MRNIk"
"449664581882455_500793750102871","2016-01-04T01:58:58+0000","雨後天晴的汐止清晨，感覺格外清爽。 堅定信念，繼續前進。"
"449664581882455_500522040130042","2016-01-03T05:05:01+0000","迎接幸福．倒數十三天！ 他是金山阿伯，在他身後的是遠渡重洋來到金山的西伯利亞小白鶴，大家都叫牠金山小白鶴。 小白鶴的造訪讓我們了解更深刻的體認人、其他生物與大自然間和諧發展的重要性，我們也都必須更認真面對生態保育與永續發展的課題。 #勝選倒數十三天 #立委投3贏回台灣 #政黨票請投11號時代力量 #金山小白鶴 #產業發展與環境保育需要同時兼顧才是好政策 #倒數十三天了你的返鄉準備OK了嗎"
"449664581882455_500229536825959","2016-01-03T01:00:00+0000","「幸福的十二項宣言」圖文政見，正式開放下載囉！ 我們將幸福置雲端，讓所有人開始下載幸福。 電子書線上看連結：http://bit.ly/1PB753f 檔案下載連結：http://bit.ly/1OAzt8D 去年，過去了，所有負面都該丟進垃圾桶，永不回收。 2016的366天 (對！今年是閏年），等著我們寫下希望.幸福.改變。 歡迎想要索取一整年的幸福年曆套卡的鄉親朋友們，直接到各競選總部索取就可以囉！ 汐止總部 / 新北市汐止區大同路二段387號 T：02-2643-1123 瑞芳總部 / 新北市瑞芳區明燈路三段73段 T：02-2497-0110 金山總部 / 新北市金山區中山路303號 T：02-2498-0199 有關捐款，有一個小提醒要告訴大家。 為避免金流入帳超過政治獻金法收受期間（至1/15），透過智付寶付款的各項時限如下： 2015年12月31日 (週四) 下午5點： 1. 關閉ATM繳費、超商代碼繳費、超商條碼繳費之收款功能。 2. 已產出之轉帳帳號及超商代碼、條碼最晚可繳期限為2016年1月7日 23:59:59。 2016年1月7日 (週四) 下午5點： 關閉信用卡、WebATM之收款功能。 至於現金捐款＆個人逕匯至獻金專戶，則可收受至1/15。"
"449664581882455_500257570156489","2016-01-02T11:14:24+0000","迎接幸福．倒數十四天！ 讓新郎新娘陪大家一起倒數，今年也要跟他們一樣幸福唷！ #新年快樂HappyNewYear #幸福倒數十四天 #立委投3贏回台灣 #政黨票請投11號時代力量 #快來沾沾喜氣感染幸福吧 #捧花在哪裡有人好需要啊快丟"
"449664581882455_500180383497541","2016-01-02T04:19:46+0000","早上前往金龍市場拜票，感謝熱情鄉親的支持與鼓勵。 戴上「從頭贏回台灣」的宣傳潮帽，我們一起努力，走完最後一哩路，共同迎向新未來！"
"449664581882455_499877903527789","2016-01-01T05:58:12+0000","迎接幸福．倒數十五天！ 湯景怡，來自汐止，現為一名執業律師。 從太陽花學運開始，她看見台灣的希望，看見願意改變的人們站了出來，但是這樣不夠，要把票投下去才算數。 返鄉投票小精靈： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ #新年快樂HappyNewYear #幸福倒數十五天 #立委投3贏回台灣 #政黨票請投11號時代力量 #新年新政治 #歡慶新年超開心但是再過15天還有更開心的事 #雖然投票年齡沒有下修到18歲但是超過20歲法定年齡的通通都要回家投票啊"
"449664581882455_499667100215536","2015-12-31T16:19:16+0000","新的2016年已經到了，祝大家新年快樂，ㄧ起準備迎接新台灣。 國昌和汐止鄉親都在大尖山上，希望明年大家都到大尖山來玩，再ㄧ同看煙火。"
"449664581882455_499576853557894","2015-12-31T10:43:41+0000","2015的最後一天，頂著夜幕，持續徒步拜票ing. 感謝許多鄉親的熱情支持，我們會一本初衷，堅持到底，迎接島嶼天光的時刻。 祝大家新年快樂，我們2016一起贏回台灣！"
"449664581882455_499510376897875","2015-12-31T05:17:12+0000","迎接幸福．倒數十六天！ 陳建仁，前衛生署長、前中研院副院長，民進黨提名2016年副總統候選人。 為投身公共事務，他同黃國昌一般，將中研院的職務辭去，彰顯他的決心。 #勝選倒數十六天 #總統投2點亮台灣 #立委投3贏回台灣 #不容忽視你聖騎士的光芒 #光芒太耀眼了來人啊把我的太陽眼鏡拿來 #聖光灑滿了我們簡樸的總部會議室"
"449664581882455_499182126930700","2015-12-30T07:58:25+0000","迎接幸福．倒數十七天！ 陳右昀，瑞芳人，是一個還在宜蘭念大學的學生，和一般人一樣，擔心自己畢業後找不到工作。 明年是他人生中第一次投票，他知道他這一票，能解決他一直以來煩惱的事。 返鄉投票小幫手： 台鐵班次查詢：http://twtraffic.tra.gov.tw/twrail/ 高鐵車次查詢：https://irs.thsrc.com.tw/IMINT/ 別忘了還有很多客運可以搭！ #勝選倒數十七天 #立委投三贏回台灣 #記得要去買車票 #首投族的威力你無法想像的強大"
