,Time,Action,User,Product,Quantity,Price
1820,2015-07-01 22:38:42,order,U465516351,P0009877851,1,4960.0
1821,2015-07-01 22:38:44,order,U195816454,P0005797720025,1,1439.0
1822,2015-07-01 22:38:45,order,U336766570,P0005579965,2,499.0
1823,2015-07-01 22:39:22,order,U329878528,P0023444450024,1,888.0
1824,2015-07-01 22:39:36,order,U221815011,P0005940874,1,9480.0
1825,2015-07-01 22:39:54,order,U407278322,P0002105703,1,980.0
1826,2015-07-01 22:40:00,order,U39330830,P0024067665,1,15800.0
1827,2015-07-01 22:40:00,order,U10032688644,P0009394870015,1,22900.0
1828,2015-07-01 22:40:01,order,U125806236,P0005335746,1,1590.0
1829,2015-07-01 22:40:22,order,U46551164,P0020357632,1,1950.0
1830,2015-07-01 22:40:24,order,U45584869,P0013834450000,1,3988.0
1831,2015-07-01 22:40:40,order,U303636423,P0002860270,1,2199.0
1832,2015-07-01 22:40:49,order,U465518876,P0018610454,1,380.0
1833,2015-07-01 22:41:09,order,U13355694,P0014562450,1,11500.0
1834,2015-07-01 22:41:10,order,U125442821,P0020005090000,1,790.0
1835,2015-07-01 22:41:20,order,U355546062,P0018677120,1,780.0
1836,2015-07-01 22:41:21,order,U44611523,P0014554330276,2,718.0
1837,2015-07-01 22:41:39,order,U343680564,P0005285851,1,880.0
1838,2015-07-01 22:41:43,order,U30368844,P0023623460,1,2199.0
1839,2015-07-01 22:42:26,order,U1007652052,P0022788065,1,988.0
1840,2015-07-01 22:42:41,order,U425042323,P0002849560,7,119.0
1841,2015-07-01 22:42:42,order,U329017542,P0002063504,1,699.0
1842,2015-07-01 22:42:44,order,U142508142,P0021949443,1,899.0
1843,2015-07-01 22:43:04,order,U425472614,P0022820092,1,222.0
1844,2015-07-01 22:43:05,order,U424444652,P0013304535,3,2519.0
1845,2015-07-01 22:43:05,order,U465463764,P0013250252,1,499.0
1846,2015-07-01 22:43:06,order,U338922570,P0018700091,2,4488.0
1847,2015-07-01 22:43:20,order,U210407954,P0004597655,1,3390.0
1848,2015-07-01 22:44:24,order,U393633619,P0014554330280,1,718.0
1849,2015-07-01 22:44:35,order,U295410476,P0001887174,1,324.0
1850,2015-07-01 22:44:42,order,U125020028,P0000947284,1,750.0
1851,2015-07-01 22:44:47,order,U422804653,P0023845870031,1,199.0
1852,2015-07-01 22:45:04,order,U303632662,P0002860270,1,2199.0
1853,2015-07-01 22:45:12,order,U125442821,P0009777714,1,369.0
1854,2015-07-01 22:45:20,order,U332196329,P0018832250021,1,980.0
1855,2015-07-01 22:45:20,order,U148075646,P0002420950,1,879.0
1856,2015-07-01 22:45:35,order,U32069763,P0000061913,1,468.0
1857,2015-07-01 22:45:53,order,U44703923,P0014554330276,2,718.0
1858,2015-07-01 22:46:04,order,U239500574,P0002860270,1,2199.0
1859,2015-07-01 22:46:05,order,U311054856,P0001487861,1,799.0
1860,2015-07-01 22:46:19,order,U135109351,P0009777806,1,1196.0
1861,2015-07-01 22:46:22,order,U1012163493,P0006501681,1,383.0
1862,2015-07-01 22:46:23,order,U380436829,P0022355870003,1,750.0
1863,2015-07-01 22:46:44,order,U239018427,P0009883215,1,4680.0
1864,2015-07-01 22:46:55,order,U417450325,P0018815182,1,158.0
1865,2015-07-01 22:46:55,order,U10095609711,P0013597450005,1,2590.0
1866,2015-07-01 22:46:56,order,U125442821,P0001922793,1,990.0
1867,2015-07-01 22:46:56,order,U136634052,P0018619683,1,1100.0
1868,2015-07-01 22:47:21,order,U458356765,P0013903013,1,798.0
1869,2015-07-01 22:47:59,order,U1007804556,P0023431181,1,799.0
1870,2015-07-01 22:48:14,order,U10043379072,P0021931453,2,450.0
1871,2015-07-01 22:48:34,order,U32069763,P0000061950,1,612.0
1872,2015-07-01 22:49:07,order,U303622336,P0002860270,1,2199.0
1873,2015-07-01 22:49:14,order,U390418857,P0014592056,1,899.0
1874,2015-07-01 22:49:17,order,U42414713,P0002288425,1,1799.0
1875,2015-07-01 22:49:26,order,U10095609711,P0022271421,1,749.0
1876,2015-07-01 22:49:28,order,U126802566,P0022526851,1,699.0
1877,2015-07-01 22:49:31,order,U332310415,P0009297466,1,2099.0
1878,2015-07-01 22:49:31,order,U230567766,P0000776160000,1,1049.0
1879,2015-07-01 22:49:41,order,U44703934,P0014554330276,2,718.0
1880,2015-07-01 22:49:43,order,U168806167,P0004607050,1,1099.0
1881,2015-07-01 22:49:52,order,U44703945,P0014554330276,2,718.0
1882,2015-07-01 22:49:59,order,U416988830,P0022827254,1,599.0
1883,2015-07-01 22:50:19,order,U238654810,P0006416384,1,2199.0
1884,2015-07-01 22:50:34,order,U32069763,P0000061913,1,468.0
1885,2015-07-01 22:51:01,order,U1005797133,P0023469666,1,1890.0
1886,2015-07-01 22:51:05,order,U134228521,P0014446025,1,890.0
1887,2015-07-01 22:51:07,order,U394053257,P0006444454,1,5490.0
1888,2015-07-01 22:51:08,order,U10043379072,P0000148606,1,162.0
1889,2015-07-01 22:51:15,order,U324806349,P0018374322,1,799.0
1890,2015-07-01 22:51:16,order,U12594208,P0023379510,1,1400.0
1891,2015-07-01 22:51:31,order,U10032402835,P0023459542,1,930.0
1892,2015-07-01 22:51:48,order,U465520920,P0004134266,1,1780.0
1893,2015-07-01 22:51:50,order,U10095609711,P0018800272,2,199.0
1894,2015-07-01 22:52:10,order,U45398441,P0018406323,1,2280.0
1895,2015-07-01 22:52:20,order,U319420817,P0024079650,1,1290.0
1896,2015-07-01 22:52:28,order,U324192773,P0009777821,1,1196.0
1897,2015-07-01 22:53:09,order,U238162313,P0009541862,1,2899.0
1898,2015-07-01 22:53:19,order,U463357119,P0021916543,3,799.0
1899,2015-07-01 22:53:25,order,U126874415,P0002909233,1,871.0
1900,2015-07-01 22:53:26,order,U229732429,P0023454616,1,649.0
1901,2015-07-01 22:53:34,order,U386500365,P0023444470011,1,888.0
1902,2015-07-01 22:53:40,order,U10091549363,P0002749736,2,383.0
1903,2015-07-01 22:53:45,order,U44703956,P0014554330276,2,718.0
1904,2015-07-01 22:53:59,order,U189068022,P0014580521,1,799.0
1905,2015-07-01 22:54:00,order,U44703967,P0014554330276,2,718.0
1906,2015-07-01 22:54:03,order,U458351412,P0013903013,1,798.0
1907,2015-07-01 22:54:05,order,U1003190705,P0002407915,1,339.0
1908,2015-07-01 22:54:13,order,U324806349,P0018374322,1,799.0
1909,2015-07-01 22:54:18,order,U396689610,P0022683060013,1,699.0
1910,2015-07-01 22:54:20,order,U234772673,P0022526276,1,2141.0
1911,2015-07-01 22:54:21,order,U142864463,P0004607050,1,1099.0
1912,2015-07-01 22:54:29,order,U128362838,P0022771125,1,1480.0
1913,2015-07-01 22:54:46,order,U36327841,P0018693124,1,1450.0
1914,2015-07-01 22:54:49,order,U148052748,P0003011724,1,270.0
1915,2015-07-01 22:54:53,order,U32741236,P0000214336,1,875.0
1916,2015-07-01 22:54:56,order,U15075841,P0013047506,1,740.0
1917,2015-07-01 22:55:01,order,U10032402835,P0022271410,1,599.0
1918,2015-07-01 22:55:09,order,U465520617,P0018884456,1,2980.0
1919,2015-07-01 22:55:33,order,U132930857,P0012982841,1,888.0
1920,2015-07-01 22:55:36,order,U232711420,P0011109033,2,39.0
1921,2015-07-01 22:55:58,order,U32069763,P0000011524,1,3049.0
1922,2015-07-01 22:56:20,order,U126874415,P0002909233,1,871.0
1923,2015-07-01 22:56:26,order,U394053257,P0024067665,1,15800.0
1924,2015-07-01 22:56:33,order,U336946320,P0023738260,1,13900.0
1925,2015-07-01 22:56:45,order,U142809250,P0022786923,1,6380.0
1926,2015-07-01 22:57:13,order,U238160471,P0005445856,1,2990.0
1927,2015-07-01 22:57:14,order,U465456872,P0006927653,1,1200.0
1928,2015-07-01 22:57:15,order,U405440345,P0022816463,1,589.0
1929,2015-07-01 22:57:19,order,U316410824,P0020970380071,1,999.0
1930,2015-07-01 22:57:22,order,U424444753,P0005895466,3,1079.0
1931,2015-07-01 22:57:23,order,U438836760,P0009677566,2,699.0
1932,2015-07-01 22:57:44,order,U182550061,P0007456853,1,3990.0
1933,2015-07-01 22:57:53,order,U409457119,P0005942904,1,11000.0
1934,2015-07-01 22:58:07,order,U465521526,P0009679456,1,690.0
1935,2015-07-01 22:58:11,order,U10120322950,P0000901560004,1,1640.0
1936,2015-07-01 22:58:13,order,U182658063,P0023698301,1,1152.0
1937,2015-07-01 22:58:35,order,U46552693,P0001487861,1,799.0
1938,2015-07-01 22:58:48,order,U324806349,P0018374322,1,799.0
1939,2015-07-01 22:58:57,order,U448430354,P0014554330276,2,718.0
1940,2015-07-01 22:59:02,order,U132930857,P0020005801,1,1140.0
1941,2015-07-01 22:59:03,order,U465520415,P0013063654,1,2480.0
1942,2015-07-01 22:59:06,order,U1007652052,P0022788463,1,1088.0
1943,2015-07-01 22:59:13,order,U448415661,P0014554330276,2,718.0
1944,2015-07-01 22:59:23,order,U142864463,P0021139834,1,999.0
1945,2015-07-01 22:59:54,order,U465456872,P0022631335,1,69.0
1946,2015-07-01 23:00:01,order,U331264932,P0002860270,1,2199.0
1947,2015-07-01 23:00:01,order,U331264932,P0006607064,1,2199.0
1948,2015-07-01 23:00:01,order,U331264932,P0002860270,1,2199.0
1949,2015-07-01 23:00:01,order,U331264932,P0002860270,1,2199.0
1950,2015-07-01 23:00:08,order,U46552682,P0023617370,1,499.0
1951,2015-07-01 23:00:17,order,U238126944,P0004634254,1,3790.0
1952,2015-07-01 23:00:19,order,U394053257,P0006695290,1,2890.0
1953,2015-07-01 23:00:26,order,U364298336,P0002862764,3,339.0
1954,2015-07-01 23:00:49,order,U463357119,P0021916543,2,799.0
1955,2015-07-01 23:00:53,order,U458351513,P0013903013,1,798.0
1956,2015-07-01 23:01:03,order,U449022446,P0012864456,1,1199.0
1957,2015-07-01 23:01:08,order,U362261270,P0013823270016,1,446.0
1958,2015-07-01 23:01:18,order,U342526574,P0013250252,1,499.0
1959,2015-07-01 23:01:22,order,U209008473,P0002012334,2,799.0
1960,2015-07-01 23:02:00,order,U31458427,P0014252055,1,1636.0
1961,2015-07-01 23:02:01,order,U340505235,P0006060490015,1,25490.0
1962,2015-07-01 23:02:03,order,U237448334,P0017087851,5,299.0
1963,2015-07-01 23:02:30,order,U146118634,P0005787283,1,388.0
1964,2015-07-01 23:02:39,order,U23776082,P0002854051,1,1699.0
1965,2015-07-01 23:02:39,order,U424444753,P0004752322,3,972.0
1966,2015-07-01 23:02:48,order,U364306440,P0002862764,3,339.0
1967,2015-07-01 23:03:07,order,U43588996,P0018380552,1,277.0
1968,2015-07-01 23:03:22,order,U465521930,P0007501336,1,5500.0
1969,2015-07-01 23:04:03,order,U448430556,P0014554330276,2,718.0
1970,2015-07-01 23:04:06,order,U367864749,P0009777670,1,1245.0
1971,2015-07-01 23:04:31,order,U168626441,P0000423835,1,980.0
1972,2015-07-01 23:04:32,order,U46551153,P0004134266,1,1780.0
1973,2015-07-01 23:05:03,order,U13355694,P0022845281,1,799.0
1974,2015-07-01 23:05:04,order,U438850342,P0014471450,1,1099.0
1975,2015-07-01 23:06:34,order,U1003615723,P0006510453,1,899.0
1976,2015-07-01 23:07:25,order,U320518459,P0003916205,1,799.0
1977,2015-07-01 23:07:41,order,U1003190705,P0023375063,1,1280.0
1978,2015-07-01 23:07:47,order,U191406172,P0022356526,2,159.0
1979,2015-07-01 23:07:47,order,U465521021,P0007536933,1,4880.0
1980,2015-07-01 23:08:11,order,U465532559,P0011748460010,2,99.0
1981,2015-07-01 23:08:19,order,U448415964,P0014554330276,2,718.0
1982,2015-07-01 23:08:26,order,U424810313,P0009541840,2,3899.0
1983,2015-07-01 23:08:26,order,U331264932,P0014562855,1,11300.0
1984,2015-07-01 23:08:34,order,U288213525,P0020195254,1,690.0
1985,2015-07-01 23:08:35,order,U449886361,P0014554330276,2,718.0
1986,2015-07-01 23:08:37,order,U1007804556,P0001441005,1,599.0
1987,2015-07-01 23:08:38,order,U379642517,P0012908520015,1,499.0
1988,2015-07-01 23:08:48,order,U319116352,P0022674853,1,2340.0
1989,2015-07-01 23:09:01,order,U331652356,P0002860270,1,2199.0
1990,2015-07-01 23:09:03,order,U209008473,P0005672855,1,2690.0
1991,2015-07-01 23:09:13,order,U321835260,P0021937296,1,2990.0
1992,2015-07-01 23:09:17,order,U132930857,P0014271261,2,699.0
1993,2015-07-01 23:09:36,order,U32741236,P0000248021,1,455.0
1994,2015-07-01 23:09:43,order,U465533165,P0012913800012,1,2218.0
1995,2015-07-01 23:09:51,order,U33816948,P0005526270013,1,720.0
1996,2015-07-01 23:09:53,order,U401392266,P0022458715,1,8480.0
1997,2015-07-01 23:10:07,order,U328945111,P0018450051,1,799.0
1998,2015-07-01 23:10:18,order,U465530438,P0004134266,1,1780.0
1999,2015-07-01 23:10:18,order,U319116352,P0022674853,1,2340.0
2000,2015-07-01 23:10:23,order,U364450417,P0006963762,1,1450.0
2001,2015-07-01 23:10:56,order,U424436043,P0012145044,3,864.0
2002,2015-07-01 23:11:04,order,U320518459,P0003916205,1,799.0
2003,2015-07-01 23:11:06,order,U328900729,P0018533255,1,1650.0
2004,2015-07-01 23:11:12,order,U465533569,P0019801051,1,599.0
2005,2015-07-01 23:11:23,order,U465521728,P0000482403,1,333.0
2006,2015-07-01 23:12:10,order,U10112220530,P0002123000025,1,399.0
2007,2015-07-01 23:12:16,order,U465520718,P0018884860002,1,464.0
2008,2015-07-01 23:12:21,order,U465532862,P0018756990,1,549.0
2009,2015-07-01 23:12:26,order,U44988834,P0014554330276,2,718.0
2010,2015-07-01 23:12:41,order,U44988845,P0014554330276,2,718.0
2011,2015-07-01 23:12:43,order,U10120080917,P0018923250010,1,486.0
2012,2015-07-01 23:12:44,order,U10032402835,P0023521934,3,175.0
2013,2015-07-01 23:12:52,order,U421292322,P0023522052,4,195.0
2014,2015-07-01 23:13:34,order,U338190363,P0002962691,1,880.0
2015,2015-07-01 23:13:35,order,U427320816,P0024038851,1,14599.0
2016,2015-07-01 23:13:48,order,U282956748,P0018842261,1,850.0
2017,2015-07-01 23:13:54,order,U191406172,P0022625853,1,699.0
2018,2015-07-01 23:14:17,order,U465532458,P0006435866,1,799.0
2019,2015-07-01 23:14:34,order,U32741236,P0000214336,1,875.0
2020,2015-07-01 23:14:59,order,U375508324,P0012936970012,1,11500.0
2021,2015-07-01 23:15:08,order,U340800562,P0002457350,1,8380.0
2022,2015-07-01 23:15:29,order,U465533165,P0012913710051,1,2297.0
2023,2015-07-01 23:15:37,order,U31458427,P0002958660003,1,799.0
2024,2015-07-01 23:15:41,order,U328900729,P0006271285,1,1490.0
2025,2015-07-01 23:16:04,order,U142552120,P0004607050,1,1099.0
2026,2015-07-01 23:16:19,order,U265724552,P0022229940051,1,590.0
2027,2015-07-01 23:16:23,order,U381326874,P0014554330276,1,718.0
2028,2015-07-01 23:16:25,order,U227422328,P0004394250,1,799.0
2029,2015-07-01 23:16:27,order,U160866356,P0000139230,1,449.0
2030,2015-07-01 23:16:49,order,U398680654,P0013903013,1,798.0
2031,2015-07-01 23:17:09,order,U425270168,P0022576676,1,2790.0
2032,2015-07-01 23:17:15,order,U10092770532,P0024137105,1,6490.0
2033,2015-07-01 23:17:28,order,U10057969360,P0023729650011,1,890.0
2034,2015-07-01 23:17:32,order,U43796093,P0002497110,1,799.0
2035,2015-07-01 23:17:36,order,U186176256,P0003717254,1,549.0
2036,2015-07-01 23:17:38,order,U424436043,P0013304535,3,2519.0
2037,2015-07-01 23:17:39,order,U18064200,P0018904250046,1,1980.0
2038,2015-07-01 23:17:48,order,U125354158,P0002020480,1,499.0
2039,2015-07-01 23:17:56,order,U335541058,P0005890603,2,65.0
2040,2015-07-01 23:18:07,order,U292637365,P0021931453,1,450.0
2041,2015-07-01 23:18:21,order,U458376936,P0013903013,1,798.0
2042,2015-07-01 23:18:29,order,U10105506635,P0023518600,1,380.0
2043,2015-07-01 23:18:37,order,U361528356,P0002767811,1,799.0
2044,2015-07-01 23:18:51,order,U398550360,P0018590051,1,1249.0
2045,2015-07-01 23:19:02,order,U454186520,P0003898263,1,279.0
2046,2015-07-01 23:19:07,order,U449886462,P0014554330276,2,718.0
2047,2015-07-01 23:19:11,order,U409457119,P0007434486,1,799.0
2048,2015-07-01 23:19:16,order,U218653038,P0022630764,2,165.0
2049,2015-07-01 23:19:26,order,U449886563,P0014554330276,2,718.0
2050,2015-07-01 23:19:29,order,U465146650,P0014160801,1,799.0
2051,2015-07-01 23:19:39,order,U465532458,P0022827254,1,599.0
2052,2015-07-01 23:19:58,order,U371544440,P0018803853,1,5866.0
2053,2015-07-01 23:20:12,order,U125442821,P0005716170003,1,880.0
2054,2015-07-01 23:20:24,order,U128362838,P0022771125,1,1480.0
2055,2015-07-01 23:20:28,order,U10077995949,P0018636892,1,890.0
2056,2015-07-01 23:20:28,order,U340808363,P0001604072,1,3580.0
2057,2015-07-01 23:20:28,order,U10078271230,P0005239706,2,399.0
2058,2015-07-01 23:20:41,order,U303624558,P0009541840,2,3899.0
2059,2015-07-01 23:20:46,order,U127449972,P0011109361,1,499.0
2060,2015-07-01 23:21:08,order,U127048057,P0018836850012,2,999.0
2061,2015-07-01 23:21:15,order,U34176461,P0000405350024,1,1360.0
2062,2015-07-01 23:21:17,order,U333136840,P0009816460010,1,1380.0
2063,2015-07-01 23:21:56,order,U156653143,P0024141261,1,490.0
2064,2015-07-01 23:22:04,order,U325197231,P0009777666,1,1245.0
2065,2015-07-01 23:22:09,order,U10035172613,P0000185791,1,1079.0
2066,2015-07-01 23:22:13,order,U10100644174,P0014453670,1,630.0
2067,2015-07-01 23:22:18,order,U1008000917,P0001965504,1,698.0
2068,2015-07-01 23:22:23,order,U424230971,P0013861750,1,12880.0
2069,2015-07-01 23:22:23,order,U424800468,P0014469055,1,9970.0
2070,2015-07-01 23:22:27,order,U319116352,P0022674853,1,2340.0
2071,2015-07-01 23:22:27,order,U436384322,P0003045873,1,1350.0
2072,2015-07-01 23:22:33,order,U465532559,P0018612053,1,1680.0
2073,2015-07-01 23:22:38,order,U423730572,P0014498024,1,699.0
2074,2015-07-01 23:22:44,order,U426046353,P0018851770,1,1490.0
2075,2015-07-01 23:22:49,order,U409457119,P0018844350,1,899.0
2076,2015-07-01 23:23:04,order,U296729725,P0004243761,1,1180.0
2077,2015-07-01 23:23:08,order,U380930336,P0003848550075,1,690.0
2078,2015-07-01 23:23:08,order,U424436043,P0005895466,2,1079.0
2079,2015-07-01 23:23:21,order,U425274434,P0022576676,1,2790.0
2080,2015-07-01 23:23:36,order,U10066958617,P0009797454,1,2190.0
2081,2015-07-01 23:23:53,order,U195744326,P0022270300010,1,245.0
2082,2015-07-01 23:24:03,order,U371544440,P0018803853,1,5866.0
2083,2015-07-01 23:24:18,order,U166138634,P0014599120012,1,1899.0
2084,2015-07-01 23:24:24,order,U329878528,P0022798050004,1,899.0
2085,2015-07-01 23:24:45,order,U394053257,P0024067665,1,15800.0
2086,2015-07-01 23:24:47,order,U444463339,P0014554330276,2,718.0
2087,2015-07-01 23:24:50,order,U328900729,P0004912574,1,969.0
2088,2015-07-01 23:24:52,order,U465533670,P0003973850016,1,1170.0
2089,2015-07-01 23:25:01,order,U10080825913,P0009920352,1,4490.0
2090,2015-07-01 23:25:05,order,U12629628,P0006607064,1,2199.0
2091,2015-07-01 23:25:26,order,U465538845,P0005287236,1,799.0
2092,2015-07-01 23:25:35,order,U418116363,P0004041402,1,999.0
2093,2015-07-01 23:25:36,order,U320518459,P0003916205,1,799.0
2094,2015-07-01 23:25:39,order,U341766318,P0000553011,1,4060.0
2095,2015-07-01 23:25:46,order,U288761235,P0001701206,1,3699.0
2096,2015-07-01 23:25:47,order,U405723629,P0013903013,1,798.0
2097,2015-07-01 23:25:54,order,U423730572,P0000959125,1,990.0
2098,2015-07-01 23:25:57,order,U420306419,P0000055600016,1,3290.0
2099,2015-07-01 23:26:25,order,U34895652,P0011124315,1,3971.0
2100,2015-07-01 23:26:59,order,U14255043,P0014252066,1,1636.0
2101,2015-07-01 23:27:04,order,U179131867,P0014553070055,1,499.0
2102,2015-07-01 23:27:28,order,U338190363,P0018639703,1,1099.0
2103,2015-07-01 23:27:46,order,U10042583144,P0013593694,1,1180.0
2104,2015-07-01 23:27:50,order,U191736363,P0020005801,1,1140.0
2105,2015-07-01 23:27:59,order,U321830210,P0009541840,2,3899.0
2106,2015-07-01 23:28:00,order,U31458394,P0022232700055,1,4688.0
2107,2015-07-01 23:28:10,order,U465540461,P0023677356,1,399.0
2108,2015-07-01 23:28:11,order,U465533973,P0005626456,1,2380.0
2109,2015-07-01 23:28:16,order,U10047001934,P0022271421,1,749.0
2110,2015-07-01 23:28:18,order,U125174028,P0014303284,1,499.0
2111,2015-07-01 23:28:34,order,U444463440,P0014554330276,2,718.0
2112,2015-07-01 23:28:56,order,U458378754,P0013903013,1,798.0
2113,2015-07-01 23:29:00,order,U39502584,P0022023030046,1,1566.0
2114,2015-07-01 23:29:04,order,U363401173,P0022827254,1,599.0
2115,2015-07-01 23:29:05,order,U444464450,P0014554330276,2,718.0
2116,2015-07-01 23:29:07,order,U465456872,P0009777666,3,1245.0
2117,2015-07-01 23:29:12,order,U436384322,P0005926653,1,699.0
2118,2015-07-01 23:29:23,order,U409143843,P0013819490042,1,399.0
2119,2015-07-01 23:29:27,order,U146890755,P0002522601,1,580.0
2120,2015-07-01 23:29:30,order,U423463217,P0006607064,1,2199.0
2121,2015-07-01 23:29:47,order,U328945111,P0013018165,1,431.0
2122,2015-07-01 23:29:57,order,U130218134,P0018438652,1,6688.0
2123,2015-07-01 23:30:05,order,U127449972,P0022816463,1,589.0
2124,2015-07-01 23:30:07,order,U423905349,P0018423451,1,15300.0
2125,2015-07-01 23:30:26,order,U424460355,P0013304535,3,2519.0
2126,2015-07-01 23:30:32,order,U320518459,P0023467990,1,1499.0
2127,2015-07-01 23:31:16,order,U18064200,P0022841276,1,300.0
2128,2015-07-01 23:31:20,order,U424226325,P0018566656,1,15900.0
2129,2015-07-01 23:31:23,order,U377640921,P0024135263,1,1955.0
2130,2015-07-01 23:31:30,order,U417746460,P0018741052,1,2090.0
2131,2015-07-01 23:31:45,order,U14255043,P0014252066,1,1636.0
2132,2015-07-01 23:31:51,order,U396995667,P0018456465,1,710.0
2133,2015-07-01 23:31:53,order,U10078271230,P0023490950,1,187.0
2134,2015-07-01 23:31:56,order,U293846467,P0020213303,1,296.0
2135,2015-07-01 23:31:57,order,U448372818,P0018700091,1,4488.0
2136,2015-07-01 23:32:08,order,U361528356,P0022400453,1,1049.0
2137,2015-07-01 23:32:17,order,U379132374,P0006144740,1,1988.0
2138,2015-07-01 23:32:28,order,U12632686,P0004047061,1,351.0
2139,2015-07-01 23:32:43,order,U28282188,P0001484276,1,800.0
2140,2015-07-01 23:32:50,order,U33816948,P0005784450,1,989.0
2141,2015-07-01 23:32:58,order,U195744326,P0018809265,1,210.0
2142,2015-07-01 23:33:05,order,U444464652,P0014554330276,2,718.0
2143,2015-07-01 23:33:10,order,U124970269,P0023737560,1,960.0
2144,2015-07-01 23:33:11,order,U131712136,P0006377372,1,295.0
2145,2015-07-01 23:33:15,order,U407248936,P0013903013,1,798.0
2146,2015-07-01 23:33:21,order,U224762370,P0012838770,1,1490.0
2147,2015-07-01 23:33:23,order,U445286330,P0014554330276,2,718.0
2148,2015-07-01 23:33:37,order,U343680564,P0021916570012,1,1090.0
2149,2015-07-01 23:33:44,order,U226050617,P0009766094,1,79.0
2150,2015-07-01 23:34:39,order,U397554131,P0011210662,1,390.0
2151,2015-07-01 23:34:40,order,U355962367,P0003995504,1,799.0
2152,2015-07-01 23:35:14,order,U423168371,P0023966213,1,499.0
2153,2015-07-01 23:35:42,order,U399804955,P0022685090002,1,3000.0
2154,2015-07-01 23:35:46,order,U210405631,P0023536063,1,999.0
2155,2015-07-01 23:35:59,order,U338190363,P0022788463,1,1088.0
2156,2015-07-01 23:36:09,order,U239061169,P0014303284,1,499.0
2157,2015-07-01 23:36:18,order,U293846467,P0022532100010,1,320.0
2158,2015-07-01 23:36:20,order,U129470729,P0023737560,1,960.0
2159,2015-07-01 23:36:24,order,U14255043,P0014252055,1,1636.0
2160,2015-07-01 23:36:28,order,U448372818,P0018700091,1,4488.0
2161,2015-07-01 23:36:38,order,U10035330552,P0013267866,1,868.0
2162,2015-07-01 23:36:41,order,U465533771,P0022820055,1,599.0
2163,2015-07-01 23:36:58,order,U465540461,P0023523463,1,799.0
2164,2015-07-01 23:37:24,order,U126514737,P0023593320015,1,990.0
2165,2015-07-01 23:37:27,order,U28282188,P0001484276,1,800.0
2166,2015-07-01 23:37:36,order,U445286532,P0014554330276,2,718.0
2167,2015-07-01 23:37:37,order,U465544525,P0004134266,1,1780.0
2168,2015-07-01 23:37:49,order,U409477670,P0018690930031,1,1822.0
2169,2015-07-01 23:37:51,order,U12632686,P0012255670,1,799.0
2170,2015-07-01 23:37:52,order,U32182997,P0009541840,2,3899.0
2171,2015-07-01 23:37:54,order,U424977063,P0013304535,2,2519.0
2172,2015-07-01 23:37:56,order,U15781975,P0004134266,1,1780.0
2173,2015-07-01 23:37:56,order,U465540764,P0022007840024,2,1380.0
2174,2015-07-01 23:38:02,order,U423771217,P0022074054,1,5866.0
2175,2015-07-01 23:38:03,order,U127449972,P0005487635,1,159.0
2176,2015-07-01 23:38:04,order,U410792350,P0005926653,1,699.0
2177,2015-07-01 23:38:37,order,U448372818,P0018700091,1,4488.0
2178,2015-07-01 23:38:46,order,U125020028,P0006510475,1,1630.0
2179,2015-07-01 23:38:47,order,U303685350,P0014554330346,1,718.0
2180,2015-07-01 23:38:50,order,U435770140,P0005312506,1,4488.0
2181,2015-07-01 23:38:51,order,U234762448,P0023739936,1,799.0
2182,2015-07-01 23:39:11,order,U42414713,P0023523463,1,799.0
2183,2015-07-01 23:39:17,order,U435807731,P0005312506,1,4488.0
2184,2015-07-01 23:39:24,order,U355962367,P0022274250014,1,956.0
2185,2015-07-01 23:39:26,order,U320981772,P0014220312,1,3130.0
2186,2015-07-01 23:39:42,order,U411406532,P0001514850002,1,2380.0
2187,2015-07-01 23:39:44,order,U409143843,P0003088746,1,788.0
2188,2015-07-01 23:39:51,order,U455854366,P0001728710001,1,1790.0
2189,2015-07-01 23:39:52,order,U293846467,P0015198650003,1,199.0
2190,2015-07-01 23:39:54,order,U317528435,P0006013265,1,990.0
2191,2015-07-01 23:39:54,order,U438833629,P0022271421,1,749.0
2192,2015-07-01 23:39:54,order,U218794668,P0018762041,1,3780.0
2193,2015-07-01 23:39:58,order,U424774742,P0000895090,1,78.0
2194,2015-07-01 23:40:01,order,U465533771,P0023467990,1,1499.0
2195,2015-07-01 23:40:08,order,U126614231,P0022266882,1,315.0
2196,2015-07-01 23:40:09,order,U39502584,P0018944650023,1,1180.0
2197,2015-07-01 23:40:33,order,U411800444,P0013903013,1,798.0
2198,2015-07-01 23:40:40,order,U14255043,P0014252070,1,1636.0
2199,2015-07-01 23:40:56,order,U396990617,P0007249480,1,952.0
2200,2015-07-01 23:40:58,order,U325362567,P0018621654,1,17900.0
2201,2015-07-01 23:41:15,order,U342305116,P0023908102,1,1280.0
2202,2015-07-01 23:41:31,order,U320984321,P0018438652,1,6688.0
2203,2015-07-01 23:41:39,order,U38868830,P0014218470,1,880.0
2204,2015-07-01 23:41:49,order,U445286633,P0014554330276,2,718.0
2205,2015-07-01 23:42:01,order,U445286734,P0014554330276,2,718.0
2206,2015-07-01 23:42:04,order,U443026368,P0004134266,1,1780.0
2207,2015-07-01 23:42:39,order,U10042251842,P0000062053,1,1573.0
2208,2015-07-01 23:42:45,order,U389762337,P0013832663,1,650.0
2209,2015-07-01 23:42:47,order,U34877238,P0014273055,1,3988.0
2210,2015-07-01 23:43:16,order,U32988406,P0006416320002,1,2399.0
